region,year,shipped,price,plants,wage96,coal96,elec96,population,gas96,logq,logp,logpop,bs1,bs2,bs3,bs4,yearnormal,logyear,scaledpop,totalpermits,unit1permits,unit2permits,unit34permits,unit5permits,totalstructures,_merge,_iregion_2,_iregion_3,_iregion_4,_iregion_5,_iregion_6,_iregion_7,_iregion_8,_iregion_9,_iregion_10,_iregion_11,_iregion_12,_iregion_13,_iregion_14,_iregion_15,_iregion_16,_iregion_17,_iregion_18,_iregion_19,_iregion_21,_iregion_22,_iregion_23,_iregion_24,_iregion_25,_iregion_26,_iregion_27
SC,1982,1624,61.701,3,22.41129,41.13,7.6,3207614,7.25983,7.392648,4.1223,14.98104,0.0366,0.5404,0.4126,0.0104,1,0,0.3207614,18010,11008,836,706,5460,440,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SC,1983,1986,61.22567,4,24.48687,37.72,7.3,3234066,8.030787,7.593878,4.114567,14.98925,0.0362,0.5392,0.4141,0.0106,2,0.6931472,0.3234066,29769,17759,1360,1542,9108,788,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SC,1984,2319,62.71875,3,24.64277,35.85,6.76,3271868,8.203835,7.748891,4.13866,15.00087,0.0356,0.5375,0.416,0.0108,3,1.098612,0.3271868,35891,19032,1250,1668,13941,1172,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SC,1985,2207,64.38216,3,24.9041,34.2,6.74,3303209,7.817059,7.699389,4.164836,15.0104,0.0352,0.5361,0.4177,0.011,4,1.386294,0.3303209,32815,18738,1370,1098,11609,919,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SC,1986,2306,63.05726,3,25.65771,31.59,6.55,3342758,7.475519,7.74327,4.144043,15.02231,0.0346,0.5344,0.4197,0.0113,5,1.609438,0.3342758,26840,19128,820,621,6271,524,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SC,1987,2567,59.20005,3,26.11462,29.74,6.15,3380506,7.219519,7.850493,4.080923,15.03354,0.0341,0.5327,0.4216,0.0115,6,1.791759,0.3380506,23520,18518,470,563,3969,367,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SC,1988,2533,58.40217,3,26.31965,27.52,5.86,3412096,6.969858,7.83716,4.067353,15.04284,0.0337,0.5314,0.4232,0.0117,7,1.94591,0.3412096,23102,17091,464,676,4871,387,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SC,1989,2188,54.37896,3,26.05304,26.2,5.67,3456775,6.781757,7.690743,3.995977,15.05585,0.0332,0.5295,0.4254,0.012,8,2.079442,0.3456775,21204,16872,346,494,3492,289,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SC,1990,2464,51.43468,3,26.16476,25.15,5.48,3499064,6.815962,7.809541,3.940313,15.06801,0.0326,0.5277,0.4274,0.0123,9,2.197225,0.3499064,21251,17099,438,300,3414,291,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SC,1991,2157,48.95433,3,26.6886,23.97,5.39,3559470,6.204896,7.676474,3.890888,15.08512,0.0319,0.5251,0.4303,0.0127,10,2.302585,0.355947,18712,16187,428,381,1716,152,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SC,1992,2296,44.44807,3,27.95187,22.9,5.26,3600576,6.146727,7.738924,3.794322,15.0966,0.0314,0.5234,0.4323,0.013,11,2.397895,0.3600576,20221,17714,378,242,1887,155,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SC,1996,2463,78.41392,3,29.60897,18.5,4.6,3738974,6.264313,7.809135,4.362001,15.13432,0.0298,0.5177,0.4386,0.0139,15,2.70805,0.3738974,29403,22511,402,375,6115,486,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SC,1997,2531,75.55239,3,30.4229,17.79,4.44,3790066,6.61157,7.83637,4.324826,15.14789,0.0293,0.5156,0.4409,0.0142,16,2.772589,0.3790066,30072,22218,624,348,6882,501,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SC,1998,2606,77.18993,3,30.76165,17.12,4.34,3839578,6.27907,7.865572,4.346269,15.16087,0.0287,0.5137,0.4431,0.0145,17,2.833213,0.3839578,33576,24467,794,515,7800,623,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SC,1999,2804,74.90268,3,31.74891,15.88,4.23,3885736,6.247463,7.938802,4.31619,15.17282,0.0283,0.5118,0.4451,0.0148,18,2.890372,0.3885736,36161,27160,590,512,7899,532,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TX,1981,10262,88.65194,20,31.21707,42.33,6.9,14700000,5.900509,9.236203,4.484718,16.5065,0.0015,0.2885,0.6275,0.0824,0,,1.474632,135759,65509,6222,4997,59031,3870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TX,1982,9732,84.62758,20,29.52719,41.13,7.6,15300000,6.776847,9.183175,4.43826,16.54541,0.0013,0.2821,0.631,0.0856,1,0,1.533141,201163,77421,6362,6534,110846,7317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TX,1983,5084,88.78885,9,31.53971,37.72,7.3,15800000,7.333721,8.533854,4.486261,16.57246,0.0012,0.2776,0.6333,0.0879,2,0.6931472,1.575168,276224,100825,8770,7456,159173,9575,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TX,1984,5029,83.69032,9,32.15756,35.85,6.76,16000000,7.097858,8.522977,4.427124,16.58854,0.0011,0.275,0.6347,0.0892,3,1.098612,1.600709,195426,84559,8990,6791,95086,5756,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TX,1985,5287,78.37416,9,32.22934,34.2,6.74,16300000,6.622786,8.573007,4.361494,16.605,0.001,0.2723,0.636,0.0907,4,1.386294,1.627273,143114,69322,5354,3758,64680,3251,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TX,1986,3707,71.05062,9,32.01803,31.59,6.55,16600000,5.53693,8.217978,4.263392,16.62257,0.001,0.2694,0.6374,0.0922,5,1.609438,1.656111,96737,59117,2780,983,33857,1331,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TX,1987,3206,63.91852,8,33.32858,29.74,6.15,16600000,5.491991,8.07278,4.157609,16.62622,0.0009,0.2688,0.6377,0.0925,6,1.791759,1.662179,50455,43949,912,343,5251,346,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TX,1988,3270,62.08036,8,33.40524,27.52,5.86,16700000,5.224276,8.092546,4.12843,16.62894,0.0009,0.2684,0.6379,0.0927,7,1.94591,1.666702,40479,35881,502,351,3745,211,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TX,1989,3293,56.87693,7,32.74281,26.2,5.67,16800000,4.935899,8.099554,4.04089,16.63729,0.0009,0.267,0.6386,0.0935,8,2.079442,1.680674,41287,36631,258,548,3850,210,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TX,1990,3317,51.57338,7,33.00933,25.15,5.48,17000000,4.786315,8.106816,3.943006,16.64792,0.0009,0.2653,0.6394,0.0944,9,2.197225,1.698634,47103,38141,228,461,8273,403,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TX,1991,3060,53.81741,6,33.24503,23.97,5.39,17000000,4.473816,8.02617,3.985597,16.65135,0.0008,0.2647,0.6397,0.0947,10,2.302585,1.704471,51866,41654,310,606,9296,536,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TX,1992,3096,50.2518,6,33.82441,22.9,5.26,17300000,4.45243,8.037867,3.917047,16.66852,0.0008,0.262,0.641,0.0962,11,2.397895,1.73399,64235,54798,412,762,8263,546,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TX,1993,3377,56.09166,6,33.85324,21.11,5.16,18000000,4.736156,8.124743,4.026987,16.7057,0.0007,0.256,0.6438,0.0996,12,2.484907,1.799676,77754,62672,678,876,13528,928,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TX,1994,3350,59.80053,6,33.99498,20.22,4.97,18300000,4.509258,8.116715,4.091014,16.7245,0.0006,0.253,0.6451,0.1013,13,2.564949,1.833832,102580,70355,1004,1067,30154,1818,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TX,1995,3556,65.50626,6,34.63741,19.19,4.75,18700000,4.17136,8.176392,4.182146,16.74295,0.0005,0.25,0.6464,0.103,14,2.639057,1.867971,105102,70418,1374,2029,31281,1830,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TX,1996,3562,67.9534,6,35.75377,18.5,4.6,19000000,4.266213,8.178078,4.218822,16.76028,0.0005,0.2473,0.6475,0.1047,15,2.70805,1.900624,118823,83103,1570,1629,32521,1882,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TX,1997,4028,72.83517,6,36.18868,17.79,4.44,19400000,4.816441,8.301025,4.288199,16.77848,0.0004,0.2444,0.6487,0.1064,16,2.772589,1.935543,125974,82180,1390,2159,40245,2253,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TX,1998,4319,76.1531,6,35.67244,17.12,4.34,19700000,4.302326,8.370779,4.332746,16.79676,0.0004,0.2416,0.6499,0.1082,17,2.833213,1.971239,156729,99831,1372,3966,51560,3110,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TX,1999,4904,74.89313,6,36.48724,15.88,4.23,20000000,4.222291,8.497807,4.316062,16.81345,0.0004,0.2389,0.6509,0.1098,18,2.890372,2.004414,146564,101848,1612,2389,40715,2448,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TX,1983,4676,69.40169,10,31.53971,37.72,7.3,15800000,7.333721,8.450198,4.239911,16.57246,0.0012,0.2776,0.6333,0.0879,2,0.6931472,1.575168,276224,100825,8770,7456,159173,9575,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TX,1984,5394,66.65266,9,32.15756,35.85,6.76,16000000,7.097858,8.593042,4.199495,16.58854,0.0011,0.275,0.6347,0.0892,3,1.098612,1.600709,195426,84559,8990,6791,95086,5756,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TX,1985,4955,62.38719,9,32.22934,34.2,6.74,16300000,6.622786,8.508152,4.13336,16.605,0.001,0.2723,0.636,0.0907,4,1.386294,1.627273,143114,69322,5354,3758,64680,3251,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TX,1986,5176,54.97095,9,32.01803,31.59,6.55,16600000,5.53693,8.551787,4.006805,16.62257,0.001,0.2694,0.6374,0.0922,5,1.609438,1.656111,96737,59117,2780,983,33857,1331,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TX,1987,4112,50.49795,7,33.32858,29.74,6.15,16600000,5.491991,8.321665,3.921933,16.62622,0.0009,0.2688,0.6377,0.0925,6,1.791759,1.662179,50455,43949,912,343,5251,346,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TX,1988,3730,43.26548,6,33.40524,27.52,5.86,16700000,5.224276,8.224163,3.767355,16.62894,0.0009,0.2684,0.6379,0.0927,7,1.94591,1.666702,40479,35881,502,351,3745,211,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TX,1989,3907,40.05164,6,32.74281,26.2,5.67,16800000,4.935899,8.270525,3.69017,16.63729,0.0009,0.267,0.6386,0.0935,8,2.079442,1.680674,41287,36631,258,548,3850,210,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TX,1990,4361,39.40243,6,33.00933,25.15,5.48,17000000,4.786315,8.380457,3.673827,16.64792,0.0009,0.2653,0.6394,0.0944,9,2.197225,1.698634,47103,38141,228,461,8273,403,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TX,1991,4148,39.35085,6,33.24503,23.97,5.39,17000000,4.473816,8.330381,3.672518,16.65135,0.0008,0.2647,0.6397,0.0947,10,2.302585,1.704471,51866,41654,310,606,9296,536,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TX,1992,444,54.0411,6,33.82441,22.9,5.26,17300000,4.45243,6.095825,3.989745,16.66852,0.0008,0.262,0.641,0.0962,11,2.397895,1.73399,64235,54798,412,762,8263,546,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TX,1993,4677,49.08419,6,33.85324,21.11,5.16,18000000,4.736156,8.450412,3.893537,16.7057,0.0007,0.256,0.6438,0.0996,12,2.484907,1.799676,77754,62672,678,876,13528,928,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TX,1994,4872,51.81115,6,33.99498,20.22,4.97,18300000,4.509258,8.49126,3.947605,16.7245,0.0006,0.253,0.6451,0.1013,13,2.564949,1.833832,102580,70355,1004,1067,30154,1818,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TX,1995,4908,60.93937,5,34.63741,19.19,4.75,18700000,4.17136,8.498622,4.109879,16.74295,0.0005,0.25,0.6464,0.103,14,2.639057,1.867971,105102,70418,1374,2029,31281,1830,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TX,1996,5152,62.20311,5,35.75377,18.5,4.6,19000000,4.266213,8.54714,4.130405,16.76028,0.0005,0.2473,0.6475,0.1047,15,2.70805,1.900624,118823,83103,1570,1629,32521,1882,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TX,1997,5141,64.60505,5,36.18868,17.79,4.44,19400000,4.816441,8.545003,4.168293,16.77848,0.0004,0.2444,0.6487,0.1064,16,2.772589,1.935543,125974,82180,1390,2159,40245,2253,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TX,1998,5364,67.4031,5,35.67244,17.12,4.34,19700000,4.302326,8.587465,4.210691,16.79676,0.0004,0.2416,0.6499,0.1082,17,2.833213,1.971239,156729,99831,1372,3966,51560,3110,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TX,1999,5718,70.47978,5,36.48724,15.88,4.23,20000000,4.222291,8.651375,4.255326,16.81345,0.0004,0.2389,0.6509,0.1098,18,2.890372,2.004414,146564,101848,1612,2389,40715,2448,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
